@relation bank-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-no-replacement-V-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1

@attribute age numeric
@attribute job {unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,unknown}
@attribute marital {married,single,divorced}
@attribute education {primary,secondary,tertiary,unknown}
@attribute default {no,yes}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact {cellular,unknown,telephone}
@attribute day numeric
@attribute month {oct,may,apr,jun,feb,aug,jan,jul,nov,sep,mar,dec}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute y {no,yes}

@data
41,technician,single,secondary,no,879,no,yes,cellular,7,jul,60,4,-1,0,no
28,admin.,single,secondary,no,177,yes,yes,cellular,6,may,150,1,-1,0,no
51,blue-collar,married,primary,no,1466,yes,no,unknown,7,may,406,2,-1,0,no
58,management,married,tertiary,no,1517,yes,no,telephone,29,jul,7,5,-1,0,no
37,blue-collar,married,secondary,no,427,yes,yes,unknown,9,jun,371,3,-1,0,no
22,admin.,single,secondary,no,4111,no,yes,cellular,19,aug,65,1,-1,0,no
32,self-employed,married,secondary,no,217,yes,yes,cellular,15,jul,317,5,-1,0,no
33,blue-collar,single,secondary,no,22,no,no,cellular,30,jan,76,2,207,1,no
36,blue-collar,married,secondary,no,0,yes,no,unknown,6,may,337,1,-1,0,no
30,admin.,single,tertiary,no,261,no,no,cellular,19,oct,233,1,137,20,no
36,blue-collar,divorced,secondary,no,2843,no,no,cellular,12,feb,473,1,182,1,no
34,management,single,secondary,no,524,no,no,unknown,13,aug,9,1,-1,0,no
32,management,single,tertiary,no,574,yes,no,cellular,14,apr,259,2,145,3,no
49,technician,married,secondary,no,5996,no,no,telephone,21,nov,345,2,-1,0,no
58,admin.,married,secondary,no,2,yes,yes,telephone,25,jul,282,9,-1,0,no
41,management,married,tertiary,no,3872,no,no,cellular,15,oct,231,1,-1,0,no
42,management,single,tertiary,no,515,yes,no,cellular,19,nov,501,2,-1,0,no
32,management,single,tertiary,no,12607,no,no,cellular,14,aug,203,5,84,1,no
42,self-employed,divorced,tertiary,no,360,yes,no,unknown,24,jun,110,5,-1,0,no
41,blue-collar,single,secondary,no,428,yes,no,cellular,12,may,92,1,-1,0,no
31,unemployed,married,secondary,no,296,yes,no,unknown,20,may,378,3,-1,0,no
52,self-employed,single,primary,no,217,no,yes,cellular,15,jul,193,6,-1,0,no
52,blue-collar,married,unknown,no,826,yes,no,unknown,15,may,468,2,-1,0,no
55,blue-collar,single,primary,no,1187,yes,no,unknown,2,jun,193,2,-1,0,no
33,management,married,tertiary,no,641,yes,no,cellular,13,aug,347,2,-1,0,no
34,technician,single,secondary,no,4943,yes,yes,cellular,19,nov,117,2,-1,0,no
38,technician,single,secondary,no,258,no,yes,unknown,20,jun,587,2,-1,0,no
48,management,divorced,tertiary,no,1328,yes,no,unknown,6,may,339,1,-1,0,no
50,housemaid,married,secondary,no,7317,yes,no,cellular,13,may,172,1,370,1,no
54,services,married,secondary,no,0,no,no,unknown,19,jun,220,1,-1,0,no
50,entrepreneur,married,secondary,no,665,no,no,telephone,17,nov,238,1,-1,0,no
45,services,married,secondary,no,-839,yes,no,unknown,28,may,68,1,-1,0,no
57,retired,married,primary,no,5799,no,no,unknown,17,jun,97,1,-1,0,no
38,blue-collar,married,secondary,no,121,yes,yes,cellular,6,feb,168,1,212,2,no
32,management,married,tertiary,no,820,yes,no,cellular,17,jul,738,3,-1,0,no
34,management,married,tertiary,no,902,yes,no,cellular,14,may,159,1,367,2,no
61,retired,married,secondary,no,5207,no,no,cellular,11,sep,336,1,81,2,no
45,unemployed,divorced,primary,no,757,no,no,cellular,20,apr,103,1,325,4,no
34,technician,married,tertiary,no,691,yes,yes,unknown,2,jun,70,1,-1,0,no
35,blue-collar,divorced,secondary,no,3102,yes,no,cellular,20,nov,138,1,-1,0,no
45,management,divorced,tertiary,no,0,no,no,unknown,1,jun,5,1,-1,0,no
59,housemaid,married,secondary,no,0,no,no,telephone,3,feb,722,1,99,4,no
55,unemployed,married,tertiary,no,383,no,no,unknown,6,may,343,3,-1,0,no
50,blue-collar,married,secondary,no,283,yes,no,cellular,7,aug,226,3,-1,0,no
34,self-employed,married,secondary,no,-370,yes,no,unknown,21,may,748,1,-1,0,no
32,blue-collar,married,secondary,no,34,yes,no,cellular,5,may,321,2,-1,0,no
44,management,married,tertiary,no,795,no,no,cellular,28,aug,99,24,-1,0,no
35,admin.,divorced,secondary,no,-402,yes,no,cellular,17,apr,46,1,-1,0,no
40,technician,single,secondary,no,641,no,no,cellular,16,jul,156,6,-1,0,no
43,management,divorced,tertiary,no,36,no,no,cellular,26,may,118,1,102,2,no
42,blue-collar,married,secondary,no,117,yes,no,unknown,9,may,147,1,-1,0,no
25,services,single,secondary,no,402,no,yes,cellular,7,jul,264,1,-1,0,no
37,management,single,unknown,no,715,yes,no,unknown,20,may,247,2,-1,0,no
56,management,single,secondary,no,237,yes,no,telephone,9,jul,236,4,-1,0,no
55,services,divorced,secondary,yes,-404,yes,no,cellular,22,jul,502,3,-1,0,no
55,housemaid,married,primary,no,136,yes,no,unknown,19,jun,15,10,-1,0,no
38,entrepreneur,married,secondary,yes,15,yes,no,cellular,10,jul,121,1,-1,0,no
41,management,married,tertiary,no,666,yes,no,unknown,21,may,253,3,-1,0,no
40,management,married,tertiary,no,8969,yes,no,cellular,17,nov,153,1,-1,0,no
55,self-employed,married,secondary,no,-196,yes,no,unknown,20,may,210,2,-1,0,no
35,services,married,secondary,no,1453,yes,no,unknown,28,may,199,1,-1,0,no
54,blue-collar,married,secondary,no,1480,yes,no,unknown,14,may,108,1,-1,0,no
57,blue-collar,married,primary,no,452,yes,no,unknown,13,may,139,4,-1,0,no
48,blue-collar,married,secondary,no,149,yes,no,unknown,9,may,71,1,-1,0,no
81,retired,married,secondary,no,1,no,no,cellular,19,aug,65,5,-1,0,no
58,retired,married,unknown,no,937,no,no,cellular,5,aug,155,1,-1,0,no
53,management,married,tertiary,no,1319,yes,no,cellular,16,apr,427,1,150,1,no
49,blue-collar,married,secondary,no,171,no,no,cellular,4,feb,19,3,175,2,no
44,services,married,secondary,no,0,yes,yes,cellular,11,may,161,1,-1,0,no
38,management,married,tertiary,no,-558,yes,no,cellular,21,jul,533,1,-1,0,no
26,self-employed,single,tertiary,no,211,no,no,cellular,29,jan,168,3,-1,0,no
46,entrepreneur,married,unknown,no,242,yes,no,unknown,9,may,332,2,-1,0,no
36,management,divorced,tertiary,no,3611,yes,no,unknown,4,jun,347,3,-1,0,no
59,unemployed,married,primary,no,0,no,no,cellular,30,jan,3025,2,-1,0,no
39,technician,married,secondary,no,1048,no,yes,cellular,21,jul,405,1,-1,0,no
43,blue-collar,married,secondary,no,105,no,yes,cellular,4,jul,668,2,-1,0,no
45,self-employed,married,tertiary,no,334,no,no,unknown,5,jun,87,2,-1,0,no
28,entrepreneur,married,unknown,no,1034,no,no,cellular,29,jan,113,1,-1,0,no
47,housemaid,married,primary,no,201,yes,no,cellular,7,aug,58,2,382,1,no
37,unemployed,single,tertiary,yes,0,yes,no,cellular,10,jul,108,1,-1,0,no
33,management,single,tertiary,no,-53,no,no,cellular,29,jan,617,2,-1,0,no
52,technician,married,secondary,no,192,yes,no,cellular,23,jul,61,2,-1,0,no
29,management,married,tertiary,no,361,yes,yes,cellular,28,jul,819,3,-1,0,no
32,self-employed,single,secondary,no,518,yes,no,cellular,18,may,34,7,-1,0,no
40,technician,married,tertiary,no,0,no,no,cellular,19,aug,44,1,-1,0,no
41,admin.,married,secondary,no,920,yes,yes,unknown,27,may,239,1,-1,0,no
45,management,married,tertiary,no,1529,no,no,cellular,30,jun,160,1,-1,0,no
48,blue-collar,married,secondary,no,157,yes,no,unknown,6,may,73,1,-1,0,no
49,admin.,married,secondary,no,2465,no,no,cellular,20,aug,157,3,-1,0,no
27,technician,single,unknown,no,59,no,no,cellular,15,jul,792,4,-1,0,no
27,services,married,secondary,no,0,yes,no,cellular,23,jul,198,13,-1,0,no
32,services,single,secondary,no,182,yes,no,cellular,6,may,145,1,-1,0,no
58,management,married,primary,no,76,yes,no,telephone,18,may,54,4,-1,0,no
43,services,married,primary,no,2567,yes,no,cellular,14,may,109,1,360,2,no
40,management,married,tertiary,no,1584,yes,no,telephone,21,nov,661,1,-1,0,no
29,blue-collar,married,secondary,no,15,no,no,cellular,3,jun,136,1,-1,0,no
34,admin.,single,secondary,no,663,yes,no,cellular,20,apr,111,1,-1,0,no
37,admin.,married,secondary,no,1314,yes,no,cellular,8,may,682,2,85,7,no
55,blue-collar,married,primary,no,2275,no,no,cellular,25,aug,139,9,-1,0,no
42,self-employed,married,tertiary,no,1932,yes,no,unknown,16,may,192,32,-1,0,no
28,student,single,secondary,no,11555,no,no,cellular,8,apr,125,2,-1,0,no
36,services,married,secondary,no,-302,yes,no,cellular,13,may,36,2,-1,0,no
34,technician,married,secondary,no,1464,yes,no,unknown,23,may,350,1,-1,0,no
39,management,single,tertiary,no,12437,no,no,telephone,18,nov,40,1,-1,0,no
35,blue-collar,married,primary,no,0,yes,no,cellular,24,jul,90,6,-1,0,no
47,self-employed,married,secondary,yes,2,no,no,cellular,5,feb,236,2,-1,0,no
34,technician,married,secondary,no,-228,yes,no,cellular,20,apr,187,3,332,3,no
28,student,single,secondary,no,378,yes,no,cellular,17,apr,346,1,-1,0,no
29,management,married,tertiary,no,318,yes,no,cellular,18,may,1434,2,356,4,no
50,management,married,tertiary,no,4,no,no,cellular,17,nov,223,1,96,2,no
30,services,single,secondary,no,209,yes,no,unknown,6,may,30,2,-1,0,no
35,management,married,tertiary,yes,32,yes,no,cellular,21,nov,180,1,-1,0,no
26,student,single,secondary,no,2572,yes,no,cellular,5,may,620,1,-1,0,no
36,management,single,tertiary,no,339,no,no,cellular,21,nov,6,6,-1,0,no
46,services,married,secondary,no,271,yes,no,unknown,16,may,134,4,-1,0,no
27,management,single,unknown,no,3196,no,no,cellular,9,feb,10,2,-1,0,no
60,management,single,tertiary,no,0,no,yes,cellular,23,jul,151,1,-1,0,no
41,self-employed,single,tertiary,no,3950,yes,no,unknown,30,may,96,2,-1,0,no
47,self-employed,married,tertiary,no,2303,yes,no,cellular,6,may,323,2,364,1,no
31,blue-collar,married,secondary,no,1660,yes,no,cellular,20,apr,342,1,-1,0,no
57,management,married,tertiary,no,1602,no,no,cellular,29,jul,339,3,-1,0,no
44,admin.,married,secondary,no,0,yes,yes,unknown,16,may,159,1,-1,0,no
38,services,married,secondary,no,-140,no,no,unknown,25,jun,456,3,-1,0,no
51,technician,married,secondary,no,-379,yes,no,cellular,5,aug,261,1,-1,0,no
40,management,married,primary,no,733,yes,no,unknown,6,jun,94,7,-1,0,no
53,technician,divorced,primary,no,7290,yes,no,unknown,30,may,153,1,-1,0,no
42,admin.,married,secondary,no,-396,yes,no,cellular,11,may,80,1,308,4,no
42,blue-collar,married,primary,no,0,yes,yes,cellular,7,may,209,2,-1,0,no
50,housemaid,married,primary,no,395,yes,no,unknown,15,may,419,2,-1,0,no
32,management,single,tertiary,no,8436,yes,no,cellular,17,apr,245,1,149,2,no
30,entrepreneur,married,secondary,no,946,yes,no,cellular,19,nov,1065,1,183,1,no
38,technician,single,secondary,no,0,yes,no,cellular,7,apr,196,2,-1,0,no
43,management,married,tertiary,no,2,no,yes,cellular,20,aug,472,2,-1,0,no
43,blue-collar,single,primary,no,2,yes,no,cellular,30,jul,783,3,-1,0,no
30,blue-collar,married,primary,no,1317,yes,no,unknown,21,may,395,2,-1,0,no
49,blue-collar,married,secondary,no,8545,yes,yes,cellular,6,may,199,7,167,1,no
55,management,married,unknown,no,559,no,no,cellular,28,jan,271,2,-1,0,no
26,unemployed,single,secondary,no,1064,no,no,unknown,31,may,113,1,-1,0,no
46,blue-collar,married,secondary,no,182,no,no,cellular,4,feb,56,1,-1,0,no
50,admin.,married,primary,no,276,no,yes,unknown,17,jun,641,6,-1,0,no
35,blue-collar,married,secondary,no,1287,yes,no,cellular,14,jul,330,2,-1,0,no
56,management,married,unknown,no,353,no,yes,cellular,25,jul,171,2,-1,0,no
65,retired,divorced,primary,no,1840,no,no,cellular,1,jun,383,2,188,5,no
56,blue-collar,married,secondary,no,345,yes,no,telephone,22,jul,605,1,-1,0,no
35,management,married,tertiary,no,4286,yes,no,unknown,9,may,357,1,-1,0,no
38,admin.,married,tertiary,no,605,no,no,cellular,18,nov,147,2,-1,0,no
56,technician,married,secondary,no,205,no,yes,cellular,23,jul,442,2,-1,0,no
38,unemployed,married,primary,no,1147,yes,yes,unknown,8,may,249,5,-1,0,no
41,management,married,tertiary,no,832,yes,yes,cellular,21,nov,164,1,176,1,no
56,retired,married,tertiary,no,478,no,no,cellular,5,feb,97,1,-1,0,no
63,retired,married,primary,no,1084,no,no,cellular,14,oct,201,1,183,1,no
51,self-employed,divorced,primary,no,10924,no,no,cellular,6,may,106,2,-1,0,no
29,technician,single,tertiary,no,828,yes,no,cellular,16,apr,215,3,321,3,no
51,unemployed,married,secondary,no,1760,no,yes,cellular,19,nov,162,1,-1,0,no
26,technician,married,tertiary,no,3825,yes,no,unknown,13,may,107,1,-1,0,no
36,blue-collar,married,primary,no,973,yes,yes,unknown,23,may,293,1,-1,0,no
32,blue-collar,married,secondary,no,2366,yes,no,unknown,20,may,127,2,-1,0,no
36,services,single,secondary,no,342,yes,no,unknown,7,may,142,1,-1,0,no
29,blue-collar,single,primary,no,950,yes,no,unknown,4,jun,135,3,-1,0,no
29,management,married,tertiary,no,20,yes,no,cellular,12,may,418,1,-1,0,no
34,technician,single,tertiary,no,228,yes,no,cellular,22,jul,387,4,-1,0,no
40,management,married,tertiary,no,542,yes,no,cellular,20,nov,1816,1,-1,0,no
39,self-employed,married,secondary,no,167,yes,yes,cellular,17,jul,330,1,-1,0,no
31,services,single,secondary,no,2070,no,no,cellular,29,aug,319,2,-1,0,no
45,blue-collar,single,primary,no,999,no,no,cellular,29,jan,182,2,-1,0,no
26,technician,single,tertiary,no,1216,yes,no,cellular,16,apr,472,2,-1,0,no
42,admin.,divorced,secondary,no,1076,yes,no,unknown,14,may,213,1,-1,0,no
37,management,married,tertiary,no,502,yes,no,cellular,7,may,551,1,351,1,no
62,retired,married,secondary,no,816,no,no,cellular,1,sep,28,2,-1,0,no
24,blue-collar,married,secondary,no,1222,yes,no,cellular,20,apr,369,1,-1,0,no
30,admin.,single,secondary,no,239,yes,no,cellular,7,may,115,3,-1,0,no
42,technician,single,secondary,no,275,no,no,cellular,26,aug,31,8,-1,0,no
47,admin.,married,secondary,no,2,no,no,cellular,10,jul,89,1,-1,0,no
39,entrepreneur,married,tertiary,no,2,yes,no,cellular,17,nov,180,1,-1,0,no
31,technician,married,secondary,no,2363,yes,no,unknown,13,may,247,1,-1,0,no
66,retired,married,tertiary,no,2262,no,no,cellular,22,apr,155,1,-1,0,no
55,entrepreneur,divorced,tertiary,no,0,no,no,unknown,6,jun,108,2,-1,0,no
31,self-employed,married,tertiary,no,259,yes,no,cellular,7,may,47,1,-1,0,no
43,blue-collar,married,secondary,no,130,no,no,cellular,5,may,156,1,337,3,no
56,management,married,tertiary,no,217,no,yes,cellular,21,jul,121,2,-1,0,no
44,management,married,tertiary,no,22,yes,no,cellular,6,aug,265,2,-1,0,no
37,admin.,divorced,tertiary,no,4303,yes,no,unknown,23,may,168,1,-1,0,no
27,admin.,single,secondary,no,619,yes,no,cellular,20,apr,16,5,322,4,no
28,blue-collar,single,primary,no,0,yes,yes,unknown,3,jun,380,4,-1,0,no
35,services,married,secondary,no,109,yes,no,unknown,6,may,597,3,-1,0,no
33,blue-collar,married,secondary,no,43,yes,no,cellular,14,may,332,2,358,2,no
41,technician,married,secondary,no,288,yes,no,unknown,15,may,221,4,-1,0,no
35,technician,married,secondary,no,0,no,no,cellular,27,aug,106,4,-1,0,no
27,services,single,secondary,no,468,yes,no,cellular,13,may,109,1,-1,0,no
41,blue-collar,married,primary,no,8,yes,no,cellular,15,jul,155,2,-1,0,no
39,technician,married,secondary,no,130,no,no,cellular,8,jul,202,2,-1,0,no
44,management,married,secondary,no,438,yes,no,telephone,8,may,37,3,303,1,no
45,self-employed,married,secondary,no,3098,yes,no,cellular,7,aug,159,2,-1,0,no
41,technician,married,tertiary,no,744,yes,no,unknown,14,may,125,1,-1,0,no
42,management,married,tertiary,no,0,no,no,cellular,13,aug,325,2,-1,0,no
53,blue-collar,married,secondary,no,4380,no,no,telephone,19,aug,223,7,-1,0,no
49,management,married,tertiary,no,322,no,no,cellular,6,aug,72,4,-1,0,no
39,blue-collar,married,primary,no,7685,yes,no,cellular,14,apr,493,3,-1,0,no
37,technician,single,tertiary,no,6101,no,no,cellular,4,may,60,5,87,1,no
48,retired,married,primary,yes,-285,no,yes,cellular,19,nov,157,1,-1,0,no
50,blue-collar,married,secondary,no,887,no,no,unknown,16,jun,287,1,-1,0,no
35,technician,divorced,tertiary,no,4515,yes,no,cellular,19,nov,98,2,-1,0,no
27,blue-collar,single,secondary,no,148,no,no,cellular,22,jul,203,1,-1,0,no
51,blue-collar,married,primary,no,872,no,no,cellular,8,aug,82,2,-1,0,no
35,blue-collar,married,secondary,no,407,yes,no,cellular,20,apr,12,6,-1,0,no
56,management,married,tertiary,no,3172,yes,no,cellular,5,feb,139,1,-1,0,no
59,housemaid,married,secondary,no,345,no,no,unknown,9,jun,38,1,-1,0,no
44,management,divorced,tertiary,no,2058,no,yes,cellular,21,nov,661,1,-1,0,no
38,technician,divorced,secondary,no,410,no,no,cellular,11,aug,63,6,-1,0,no
20,student,single,secondary,no,1191,no,no,cellular,12,feb,274,1,-1,0,no
56,management,married,secondary,no,238,yes,no,cellular,19,nov,808,1,-1,0,no
51,management,married,tertiary,no,630,yes,no,cellular,5,may,138,1,-1,0,no
58,retired,married,secondary,no,235,no,no,cellular,27,aug,88,4,-1,0,no
32,management,married,tertiary,no,-55,yes,no,cellular,26,aug,107,4,-1,0,no
48,management,divorced,secondary,no,1598,yes,no,unknown,29,may,84,1,-1,0,no
47,services,married,tertiary,no,871,no,no,cellular,22,aug,602,9,-1,0,no
42,admin.,single,secondary,no,243,yes,no,unknown,14,may,46,5,-1,0,no
30,blue-collar,married,primary,no,-336,no,no,cellular,10,jul,128,6,-1,0,no
27,services,single,secondary,no,795,no,no,cellular,6,feb,101,3,-1,0,no
57,blue-collar,married,primary,no,282,no,yes,cellular,7,jul,261,12,-1,0,no
51,self-employed,married,secondary,yes,34,no,yes,cellular,7,jul,200,1,-1,0,no
40,technician,single,tertiary,no,825,yes,no,cellular,20,apr,38,1,335,1,no
51,management,single,tertiary,no,2139,no,no,cellular,17,nov,176,2,-1,0,no
42,management,divorced,tertiary,no,0,no,no,unknown,20,jun,85,2,-1,0,no
58,unemployed,married,tertiary,no,1798,yes,no,cellular,5,feb,19,8,-1,0,no
54,management,married,tertiary,no,2960,yes,no,cellular,20,nov,83,1,-1,0,no
34,blue-collar,married,secondary,no,7,yes,yes,cellular,2,feb,171,2,193,2,no
31,services,married,secondary,no,1062,yes,yes,cellular,6,apr,230,1,-1,0,no
34,unemployed,single,tertiary,no,415,no,no,cellular,12,aug,123,1,-1,0,no
34,admin.,single,primary,no,0,yes,yes,cellular,6,may,172,4,-1,0,no
38,housemaid,married,secondary,no,-278,yes,no,cellular,28,jul,143,2,-1,0,no
28,management,single,tertiary,no,3238,yes,no,unknown,19,may,7,1,-1,0,no
47,technician,married,secondary,no,302,yes,no,unknown,20,jun,89,3,-1,0,no
44,technician,divorced,secondary,no,809,yes,no,unknown,15,may,118,4,-1,0,no
38,admin.,married,secondary,no,3732,yes,no,unknown,21,may,379,2,-1,0,no
51,technician,married,primary,no,1550,no,no,unknown,20,jun,12,5,-1,0,no
56,blue-collar,married,secondary,no,2190,no,yes,cellular,30,jan,90,2,232,1,no
57,technician,married,primary,no,0,no,no,unknown,5,jun,58,8,-1,0,no
30,blue-collar,single,secondary,yes,4,yes,no,unknown,23,may,84,3,-1,0,no
60,retired,married,secondary,no,262,no,no,cellular,18,aug,393,4,-1,0,no
35,admin.,single,tertiary,no,62,no,yes,cellular,30,apr,67,1,-1,0,no
40,unemployed,divorced,secondary,no,507,yes,no,cellular,2,feb,134,1,266,7,no
30,self-employed,married,secondary,no,123,no,yes,unknown,17,jul,66,1,85,5,no
51,retired,divorced,secondary,no,343,yes,no,unknown,30,may,78,2,-1,0,no
32,technician,single,tertiary,no,2185,no,no,cellular,20,nov,354,2,-1,0,no
29,blue-collar,single,secondary,no,309,yes,no,cellular,11,may,471,3,-1,0,no
38,management,married,tertiary,no,76,yes,no,cellular,7,jul,196,3,-1,0,no
45,management,married,tertiary,no,3370,no,no,unknown,12,jun,36,3,-1,0,no
31,management,married,tertiary,no,6290,no,no,cellular,20,nov,303,2,-1,0,no
34,management,married,secondary,no,857,yes,no,cellular,22,aug,238,6,-1,0,no
70,retired,married,tertiary,no,15834,no,no,cellular,5,apr,172,3,186,1,no
57,admin.,married,secondary,no,808,no,no,cellular,14,jul,417,3,-1,0,no
40,services,married,unknown,no,4075,yes,no,unknown,16,jun,162,3,-1,0,no
41,technician,married,tertiary,no,13,no,no,unknown,5,jun,189,2,-1,0,no
34,management,married,secondary,no,15,no,no,cellular,25,aug,184,7,-1,0,no
31,technician,single,secondary,no,125,no,no,cellular,22,aug,78,2,-1,0,no
49,blue-collar,married,secondary,no,579,yes,no,unknown,28,may,396,1,-1,0,no
35,technician,divorced,secondary,no,473,yes,yes,unknown,26,may,434,4,-1,0,no
37,admin.,single,secondary,no,781,no,no,cellular,20,aug,75,1,-1,0,no
51,housemaid,married,unknown,no,21244,no,yes,cellular,4,aug,166,2,-1,0,no
34,entrepreneur,married,secondary,no,456,yes,yes,cellular,28,aug,137,8,-1,0,no
34,management,married,tertiary,no,180,no,no,cellular,16,jun,298,3,-1,0,no
58,technician,married,secondary,no,175,no,no,cellular,12,aug,92,4,-1,0,no
49,services,divorced,secondary,no,3250,no,no,unknown,16,jun,32,3,-1,0,no
46,management,married,tertiary,no,1375,yes,no,cellular,17,nov,308,3,-1,0,no
48,technician,married,secondary,no,340,yes,no,cellular,28,jan,255,2,-1,0,no
33,technician,divorced,secondary,yes,10,yes,yes,cellular,18,nov,167,5,-1,0,no
52,services,married,secondary,no,381,no,yes,cellular,25,aug,288,12,-1,0,no
27,blue-collar,married,secondary,no,2171,yes,no,cellular,16,apr,130,1,323,1,no
28,management,single,tertiary,no,781,no,no,cellular,9,apr,125,6,-1,0,no
56,management,married,tertiary,no,15520,no,no,cellular,18,nov,420,1,-1,0,no
43,management,married,secondary,no,17555,no,no,cellular,26,aug,14,14,-1,0,no
32,blue-collar,single,secondary,no,2,no,no,unknown,9,may,144,2,-1,0,no
35,self-employed,single,tertiary,no,44,no,no,cellular,7,sep,310,2,96,2,no
29,admin.,single,secondary,no,1992,no,no,cellular,8,jul,202,1,87,2,no
38,blue-collar,single,secondary,no,-1,yes,no,unknown,7,may,72,1,-1,0,no
31,technician,single,secondary,no,1094,yes,no,unknown,12,jun,93,8,-1,0,no
50,self-employed,married,unknown,no,-84,yes,no,unknown,6,may,101,1,-1,0,no
45,technician,married,secondary,no,1477,yes,no,cellular,8,jul,355,1,-1,0,no
31,admin.,married,secondary,no,0,yes,no,unknown,14,may,40,2,-1,0,no
40,services,married,secondary,no,113,yes,no,unknown,4,jun,126,1,-1,0,no
41,blue-collar,married,secondary,no,641,yes,no,unknown,13,may,161,1,-1,0,no
35,admin.,single,secondary,no,2830,no,no,unknown,20,jun,22,12,-1,0,no
54,services,married,primary,no,8,yes,no,cellular,14,may,143,1,-1,0,no
39,admin.,divorced,secondary,no,399,yes,yes,cellular,14,aug,133,2,-1,0,no
31,blue-collar,single,secondary,no,-219,yes,no,unknown,30,may,66,2,-1,0,no
38,management,married,tertiary,no,0,yes,no,unknown,20,may,206,1,-1,0,no
47,management,married,tertiary,no,286,no,no,cellular,22,aug,557,7,-1,0,no
37,services,single,secondary,no,1175,yes,no,cellular,15,may,102,1,333,2,no
39,management,married,tertiary,no,0,yes,no,unknown,2,jun,46,2,-1,0,no
50,blue-collar,married,secondary,no,810,yes,no,unknown,14,may,19,14,-1,0,no
54,blue-collar,married,unknown,no,191,no,no,cellular,4,aug,753,2,-1,0,no
70,retired,married,secondary,no,2815,no,no,cellular,26,apr,125,2,182,1,no
37,management,single,tertiary,no,815,yes,no,cellular,7,may,77,1,-1,0,no
26,blue-collar,married,secondary,no,245,yes,no,unknown,26,may,16,11,-1,0,no
60,unemployed,divorced,secondary,no,385,yes,no,cellular,4,feb,80,1,-1,0,no
32,technician,single,secondary,no,29,no,no,cellular,19,aug,156,2,-1,0,no
50,services,married,secondary,no,1572,yes,no,cellular,9,jul,185,1,-1,0,no
26,blue-collar,married,secondary,no,484,yes,no,unknown,19,may,48,2,-1,0,no
29,technician,single,tertiary,no,406,yes,no,cellular,17,jul,119,1,-1,0,no
42,management,single,tertiary,no,100,no,no,cellular,7,aug,64,2,-1,0,no
31,admin.,single,secondary,no,1306,yes,no,unknown,28,may,217,5,-1,0,no
30,services,single,tertiary,no,3516,yes,no,unknown,29,may,447,4,-1,0,no
47,management,divorced,tertiary,no,1149,no,yes,cellular,15,jul,82,2,-1,0,no
35,blue-collar,married,primary,no,11,yes,no,unknown,13,may,326,4,-1,0,no
41,blue-collar,single,unknown,no,4684,no,no,unknown,20,jun,30,6,-1,0,no
29,management,divorced,tertiary,no,415,yes,yes,unknown,28,may,449,4,-1,0,no
58,self-employed,married,primary,no,671,yes,no,unknown,17,jun,16,3,-1,0,no
49,blue-collar,married,primary,no,1019,yes,no,cellular,16,apr,285,5,-1,0,no
48,services,single,primary,no,1499,yes,no,cellular,12,may,17,7,-1,0,no
32,technician,married,secondary,no,84,no,yes,cellular,29,jul,403,3,-1,0,no
32,management,married,secondary,no,6217,yes,yes,cellular,18,nov,486,2,181,2,no
32,blue-collar,married,primary,no,329,yes,no,cellular,3,feb,321,1,-1,0,no
55,management,married,primary,no,229,no,yes,unknown,9,jun,175,3,-1,0,no
29,admin.,single,secondary,no,3432,yes,no,cellular,17,apr,139,2,-1,0,no
36,services,married,secondary,no,1328,yes,no,unknown,6,jun,82,4,-1,0,no
34,entrepreneur,married,tertiary,no,412,yes,yes,cellular,8,jul,164,1,-1,0,no
54,services,married,unknown,no,386,no,yes,cellular,19,nov,74,1,152,1,no
52,management,married,tertiary,no,1339,yes,no,cellular,22,aug,343,5,-1,0,no
32,services,single,unknown,no,6145,yes,no,cellular,14,may,362,1,287,13,no
41,self-employed,married,secondary,no,28,yes,no,cellular,11,may,49,1,-1,0,no
53,blue-collar,married,secondary,no,0,no,no,telephone,31,jul,36,4,-1,0,no
54,entrepreneur,married,tertiary,no,1544,no,yes,cellular,5,feb,85,7,196,3,no
33,management,single,tertiary,no,1998,no,no,cellular,19,nov,570,1,-1,0,no
40,blue-collar,married,secondary,no,1012,yes,no,cellular,6,may,410,1,-1,0,no
33,blue-collar,married,primary,no,245,yes,yes,cellular,8,may,253,3,-1,0,no
50,blue-collar,married,secondary,no,372,yes,no,telephone,11,may,21,1,-1,0,no
34,blue-collar,single,primary,no,464,yes,no,cellular,18,may,173,1,299,2,no
36,blue-collar,married,primary,no,49,yes,no,cellular,15,may,232,2,365,5,no
40,management,married,tertiary,no,1041,yes,no,unknown,12,jun,73,1,-1,0,no
48,management,married,secondary,no,117,yes,no,cellular,16,apr,635,1,-1,0,no
47,admin.,married,secondary,no,104,yes,yes,cellular,14,jul,77,2,-1,0,no
